         nspname         |                   proname                    |                                                                                                                                                                                                                                                                      args                                                                                                                                                                                                                                                                       |                 result                  | vol 
 documentdb_api_internal | bson_document_number                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | documentdb_core.bson                    | s
 documentdb_api_internal | bson_dollar_bucket_auto                      | document documentdb_core.bson, spec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | documentdb_core.bson                    | s
 documentdb_api_internal | bson_dollar_selectivity                      | internal, oid, internal, integer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | double precision                        | s
 documentdb_api_internal | bson_exp_moving_avg                          | documentdb_core.bson, documentdb_core.bson, boolean                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | documentdb_core.bson                    | s
 documentdb_api_internal | bson_first_transition                        | bytea, documentdb_core.bson, documentdb_core.bson[], documentdb_core.bson DEFAULT NULL::documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                    | bytea                                   | s
 documentdb_api_internal | bson_first_transition_on_sorted              | bytea, documentdb_core.bson, documentdb_core.bson DEFAULT NULL::documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                            | bytea                                   | s
 documentdb_api_internal | bson_firstn_final                            | bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | documentdb_core.bson                    | s
 documentdb_api_internal | bson_firstn_transition                       | bytea, documentdb_core.bson, bigint, documentdb_core.bson[], documentdb_core.bson DEFAULT NULL::documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                            | bytea                                   | s
 documentdb_api_internal | bson_firstn_transition_on_sorted             | bytea, documentdb_core.bson, bigint, documentdb_core.bson DEFAULT NULL::documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                    | bytea                                   | s
 documentdb_api_internal | bson_integral_derivative_final               | bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | documentdb_core.bson                    | s
 documentdb_api_internal | bson_integral_transition                     | bytea, documentdb_core.bson, documentdb_core.bson, bigint                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | bytea                                   | s
 documentdb_api_internal | bson_last_transition                         | bytea, documentdb_core.bson, documentdb_core.bson[], documentdb_core.bson DEFAULT NULL::documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                    | bytea                                   | s
 documentdb_api_internal | bson_last_transition_on_sorted               | bytea, documentdb_core.bson, documentdb_core.bson DEFAULT NULL::documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                            | bytea                                   | s
 documentdb_api_internal | bson_lastn_final                             | bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | documentdb_core.bson                    | s
 documentdb_api_internal | bson_lastn_transition                        | bytea, documentdb_core.bson, bigint, documentdb_core.bson[], documentdb_core.bson DEFAULT NULL::documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                            | bytea                                   | s
 documentdb_api_internal | bson_lastn_transition_on_sorted              | bytea, documentdb_core.bson, bigint, documentdb_core.bson DEFAULT NULL::documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                    | bytea                                   | s
 documentdb_api_internal | bson_linear_fill                             | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | documentdb_core.bson                    | s
 documentdb_api_internal | bson_locf_fill                               | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | documentdb_core.bson                    | s
 documentdb_api_internal | bson_maxminn_combine                         | bytea, bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | bytea                                   | s
 documentdb_api_internal | bson_maxminn_final                           | bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | documentdb_core.bson                    | s
 documentdb_api_internal | bson_maxn_transition                         | bytea, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | bytea                                   | s
 documentdb_api_internal | bson_merge_objects_final                     | bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | documentdb_core.bson                    | s
 documentdb_api_internal | bson_merge_objects_transition                | bytea, documentdb_core.bson, bigint, documentdb_core.bson[], documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                               | bytea                                   | s
 documentdb_api_internal | bson_merge_objects_transition_on_sorted      | bytea, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | bytea                                   | s
 documentdb_api_internal | bson_minn_transition                         | bytea, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | bytea                                   | s
 documentdb_api_internal | bson_rank                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | documentdb_core.bson                    | s
 documentdb_api_internal | bson_shift                                   | documentdb_core.bson, integer, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | documentdb_core.bson                    | s
 documentdb_api_internal | bson_std_dev_pop_final                       | bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | documentdb_core.bson                    | s
 documentdb_api_internal | bson_std_dev_pop_samp_combine                | bytea, bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | bytea                                   | s
 documentdb_api_internal | bson_std_dev_pop_samp_transition             | bytea, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | bytea                                   | s
 documentdb_api_internal | bson_std_dev_pop_samp_winfunc_invtransition  | bytea, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | bytea                                   | s
 documentdb_api_internal | bson_std_dev_pop_winfunc_final               | bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | documentdb_core.bson                    | s
 documentdb_api_internal | bson_std_dev_samp_final                      | bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | documentdb_core.bson                    | s
 documentdb_api_internal | bson_std_dev_samp_winfunc_final              | bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | documentdb_core.bson                    | s
 documentdb_api_internal | bson_sum_avg_minvtransition                  | bytea, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | bytea                                   | s
 documentdb_api_internal | coll_stats_aggregation                       | p_database_name text, p_collection_name text, p_collstatsspec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                              | documentdb_core.bson                    | s
 documentdb_api_internal | current_cursor_state                         | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | documentdb_core.bson                    | s
 documentdb_api_internal | gin_bson_composite_path_extract_query        | documentdb_core.bson, internal, smallint, internal, internal, internal, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                | internal                                | s
 documentdb_api_internal | index_stats_aggregation                      | p_database_name text, p_collection_name text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | SETOF documentdb_core.bson              | s
 documentdb_api_internal | index_stats_worker                           | p_database_name text, p_collection_name text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | documentdb_core.bson                    | s
 documentdb_api_internal | scram_sha256_get_salt_and_iterations         | p_user_name text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | documentdb_core.bson                    | s
 documentdb_core         | bson_operator_selectivity                    | internal, oid, internal, integer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | double precision                        | s
 documentdb_core         | bson_typanalyze                              | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | boolean                                 | s
 documentdb_api          | aggregate_cursor_first_page                  | database text, commandspec documentdb_core.bson, cursorid bigint DEFAULT 0, OUT cursorpage documentdb_core.bson, OUT continuation documentdb_core.bson, OUT persistconnection boolean, OUT cursorid bigint                                                                                                                                                                                                                                                                                                                                      | record                                  | v
 documentdb_api          | coll_mod                                     | p_database_name text, p_collection_name text, p_spec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | documentdb_core.bson                    | v
 documentdb_api          | coll_stats                                   | p_database_name text, p_collection_name text, p_scale double precision DEFAULT 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                | documentdb_core.bson                    | v
 documentdb_api          | collection                                   | p_database_name text, p_collection_name text, OUT shard_key_value bigint, OUT object_id documentdb_core.bson, OUT document documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                 | SETOF record                            | v
 documentdb_api          | compact                                      | p_spec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | documentdb_core.bson                    | v
 documentdb_api          | connection_status                            | p_spec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | documentdb_core.bson                    | v
 documentdb_api          | count_query                                  | database text, countspec documentdb_core.bson, OUT document documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                | documentdb_core.bson                    | v
 documentdb_api          | create_collection                            | p_database_name text, p_collection_name text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | boolean                                 | v
 documentdb_api          | create_collection_view                       | dbname text, createspec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | documentdb_core.bson                    | v
 documentdb_api          | create_indexes_background                    | p_database_name text, p_index_spec documentdb_core.bson, OUT retval documentdb_core.bson, OUT ok boolean, OUT requests documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                     | record                                  | v
 documentdb_api          | create_role                                  | p_spec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | documentdb_core.bson                    | v
 documentdb_api          | create_user                                  | p_spec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | documentdb_core.bson                    | v
 documentdb_api          | current_op_command                           | p_spec documentdb_core.bson, OUT document documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | documentdb_core.bson                    | v
 documentdb_api          | cursor_get_more                              | database text, getmorespec documentdb_core.bson, continuationspec documentdb_core.bson, OUT cursorpage documentdb_core.bson, OUT continuation documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                              | record                                  | v
 documentdb_api          | db_stats                                     | p_database_name text, p_scale double precision DEFAULT 1, p_freestorage boolean DEFAULT false                                                                                                                                                                                                                                                                                                                                                                                                                                                   | documentdb_core.bson                    | v
 documentdb_api          | delete                                       | p_database_name text, p_delete documentdb_core.bson, p_insert_documents documentdb_core.bsonsequence DEFAULT NULL::documentdb_core.bsonsequence, p_transaction_id text DEFAULT NULL::text, OUT p_result documentdb_core.bson, OUT p_success boolean                                                                                                                                                                                                                                                                                             | record                                  | v
 documentdb_api          | distinct_query                               | database text, distinctspec documentdb_core.bson, OUT document documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                             | documentdb_core.bson                    | v
 documentdb_api          | drop_collection                              | p_database_name text, p_collection_name text, p_write_concern documentdb_core.bson DEFAULT NULL::documentdb_core.bson, p_collection_uuid uuid DEFAULT NULL::uuid, p_track_changes boolean DEFAULT true                                                                                                                                                                                                                                                                                                                                          | boolean                                 | v
 documentdb_api          | drop_database                                | p_database_name text, p_write_concern documentdb_core.bson DEFAULT NULL::documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                   | void                                    | v
 documentdb_api          | drop_indexes                                 | IN p_database_name text, IN p_arg documentdb_core.bson, INOUT retval documentdb_core.bson DEFAULT NULL::documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                    |                                         | v
 documentdb_api          | drop_role                                    | p_spec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | documentdb_core.bson                    | v
 documentdb_api          | drop_user                                    | p_spec documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | documentdb_core.bson                    | v
 documentdb_api          | find_and_modify                              | p_database_name text, p_message documentdb_core.bson, p_transaction_id text DEFAULT NULL::text, OUT p_result documentdb_core.bson, OUT p_success boolean                                                                                                                                                                                                                                                                                                                                                                                        | record                                  | v
 documentdb_api          | find_cursor_first_page                       | database text, commandspec documentdb_core.bson, cursorid bigint DEFAULT 0, OUT cursorpage documentdb_core.bson, OUT continuation documentdb_core.bson, OUT persistconnection boolean, OUT cursorid bigint                                                                                                                                                                                                                                                                                                                                      | record                                  | v
 documentdb_api          | insert                                       | p_database_name text, p_insert documentdb_core.bson, p_insert_documents documentdb_core.bsonsequence DEFAULT NULL::documentdb_core.bsonsequence, p_transaction_id text DEFAULT NULL::text, OUT p_result documentdb_core.bson, OUT p_success boolean                                                                                                                                                                                                                                                                                             | record                                  | v
 documentdb_api          | insert_bulk                                  | IN p_database_name text, IN p_insert documentdb_core.bson, IN p_insert_documents documentdb_core.bsonsequence DEFAULT NULL::documentdb_core.bsonsequence, IN p_transaction_id text DEFAULT NULL::text, INOUT p_result documentdb_core.bson DEFAULT NULL::documentdb_core.bson, INOUT p_success boolean DEFAULT NULL::boolean                                                                                                                                                                                                                    |                                         | v
 documentdb_api          | insert_one                                   | p_database_name text, p_collection_name text, p_document documentdb_core.bson, p_transaction_id text DEFAULT NULL::text                                                                                                                                                                                                                                                                                                                                                                                                                         | documentdb_core.bson                    | v
